date,isin,open,high,low,close,volume
2025-03-31,FR0013506730,15.926622443012628,15.972165419467006,15.585044907545235,15.894742012023926,569519
2025-04-01,FR0013506730,15.963055956642528,16.008600668966285,15.694348234668324,15.871968269348145,270252
2025-04-02,FR0013506730,15.821871550865318,16.026816673760415,15.708012377099989,15.83553409576416,244241
2025-04-03,FR0013506730,15.298118723049535,15.63514264329411,14.769812223977889,14.87911605834961,1012917
2025-04-04,FR0013506730,14.71516048259987,14.774366003028105,13.417164838117873,13.676764488220215,1659775
2025-04-07,FR0013506730,12.565499111317088,13.808841142203194,12.342335223876756,13.40805721282959,1515526
2025-04-08,FR0013506730,14.11853808146536,14.478333501151337,13.421719598914626,13.731416702270508,1002446
2025-04-09,FR0013506730,13.207664367883456,13.426273776524667,12.916185156361841,13.221327781677246,1010933
2025-04-10,FR0013506730,15.39376059352791,15.466630398310699,13.357958793640137,13.357958793640137,1281542
2025-04-11,FR0013506730,13.485481315649672,13.63577539581082,13.153011855810027,13.339741706848145,713765
2025-04-14,FR0013506730,13.931808974238352,14.277940976734056,13.667655718212233,13.972798347473145,978337
2025-04-15,FR0013506730,14.086657027298076,14.31437537337486,13.93180848247174,14.273386001586914,528577
2025-04-16,FR0013506730,14.095766534948526,14.391800222985765,14.000124374048642,14.332592964172363,528301
2025-04-17,FR0013506730,14.378136789935526,14.423680634652548,14.132201418346153,14.396354675292969,347432
2025-04-22,FR0013506730,14.469224707780626,14.496550667571572,14.154973129816655,14.318930625915527,493983
2025-04-23,FR0013506730,14.551202736944953,14.774365744335267,14.291603091388088,14.405462265014648,789569
2025-04-24,FR0013506730,14.560311297701068,14.82901989461906,14.373582316201322,14.737932205200195,508008
2025-04-25,FR0013506730,14.888225157474366,15.01119327545166,14.742485551876051,15.01119327545166,386810
2025-04-28,FR0013506730,15.0339651781461,15.175151185059478,14.910998794126964,14.983868598937988,605553
2025-04-29,FR0013506730,14.98386789183046,15.147823641903095,14.93832318012714,15.07040023803711,363182
2025-04-30,FR0013506730,15.024857817987145,15.12505271272465,14.441897648149698,14.851791381835938,575472
2025-05-02,FR0013506730,15.065847486798676,15.179706666460625,14.833573787370504,15.020302772521973,525093
2025-05-05,FR0013506730,14.897333839766555,14.897333839766555,14.32348436991634,14.355364799499512,941189
2025-05-06,FR0013506730,14.446451743930714,14.687833506529017,14.341701511901409,14.569419860839844,512534
2025-05-07,FR0013506730,14.432789799976323,14.628626858530364,14.350811051956372,14.546648979187012,585209
2025-05-08,FR0013506730,14.573974813365327,14.8381289407871,14.469224577876645,14.788030624389648,377633
2025-05-09,FR0013506730,14.874563021107862,15.421087425795964,14.874563021107862,15.09772777557373,769204
2025-05-12,FR0013506730,15.416532213461176,15.840088500302143,15.416532213461176,15.703457832336426,668984
2025-05-13,FR0013506730,15.689794495156484,16.03137201651394,15.676130212902066,15.949393272399902,550560
2025-05-14,FR0013506730,16.099686987058696,16.131567417737767,15.762664794921875,15.762664794921875,506365
2025-05-15,FR0013506730,15.616924630713568,15.685239092298854,15.120498565506809,15.525836944580078,896047
2025-05-16,FR0013506730,15.452967591991182,15.616925084323157,15.229802841349738,15.370988845825195,451289
2025-05-19,FR0013506730,15.389207078419519,15.66702375365816,15.329999818773612,15.393760681152344,516034
2025-05-20,FR0013506730,15.39376014110908,15.421086968606943,15.17515073318559,15.366435050964355,743779
2025-05-21,FR0013506730,15.452967247263745,15.803653711961037,15.202477411723713,15.575935363769531,686857
2025-05-22,FR0013506730,15.425640464086399,15.484847721244147,15.175150627831016,15.20247745513916,790961
2025-05-23,FR0013506730,15.316337378060863,15.557718283676348,15.020302815158198,15.329999923706055,772128
2025-05-26,FR0013506730,15.6850004196167,15.880000114440918,15.3100004196167,15.329999923706055,1198155
2025-05-27,FR0013506730,15.319999694824219,15.609999656677246,15.239999771118164,15.354999542236328,1423996
2025-05-28,FR0013506730,15.375,15.645000457763672,15.354999542236328,15.494999885559082,839377
2025-05-29,FR0013506730,15.600000381469727,15.699999809265137,15.354999542236328,15.4350004196167,443394
2025-05-30,FR0013506730,15.425000190734863,15.46500015258789,14.800000190734863,14.914999961853027,1114257
2025-06-02,FR0013506730,14.864999771118164,15.649999618530273,14.854999542236328,15.5,1073177
2025-06-03,FR0013506730,15.46500015258789,15.739999771118164,15.28499984741211,15.71500015258789,696571
2025-06-04,FR0013506730,15.694999694824219,15.895000457763672,15.579999923706055,15.604999542236328,649877
2025-06-05,FR0013506730,15.579999923706055,15.6899995803833,15.444999694824219,15.444999694824219,664216
2025-06-06,FR0013506730,15.454999923706055,15.614999771118164,15.279999732971191,15.529999732971191,532158
2025-06-09,FR0013506730,15.479999542236328,15.59000015258789,15.220000267028809,15.524999618530273,540009
2025-06-10,FR0013506730,15.5,15.5600004196167,15.180000305175781,15.369999885559082,554606
2025-06-11,FR0013506730,15.399999618530273,15.569999694824219,15.229999542236328,15.229999542236328,725402
2025-06-12,FR0013506730,15.25,15.28499984741211,14.9399995803833,15.03499984741211,604414
2025-06-13,FR0013506730,15.225000381469727,15.40999984741211,15.010000228881836,15.055000305175781,801624
2025-06-16,FR0013506730,15.15999984741211,15.520000457763672,15.109999656677246,15.244999885559082,709035
2025-06-17,FR0013506730,15.270000457763672,15.524999618530273,15.21500015258789,15.430000305175781,559259
2025-06-18,FR0013506730,15.4350004196167,15.579999923706055,15.255000114440918,15.5,631388
2025-06-19,FR0013506730,15.569999694824219,15.84000015258789,15.414999961853027,15.449999809265137,501447
2025-06-20,FR0013506730,15.449999809265137,15.595000267028809,15.345000267028809,15.345000267028809,798116
2025-06-23,FR0013506730,15.420000076293945,15.625,15.199999809265137,15.199999809265137,483183
2025-06-24,FR0013506730,15.024999618530273,15.0649995803833,14.5600004196167,14.925000190734863,750859
2025-06-25,FR0013506730,15.024999618530273,15.145000457763672,14.96500015258789,15.045000076293945,470238
2025-06-26,FR0013506730,15.03499984741211,15.164999961853027,14.9399995803833,15.164999961853027,540988
2025-06-27,FR0013506730,15.279999732971191,15.350000381469727,15.164999961853027,15.255000114440918,443166
2025-06-30,FR0013506730,15.484999656677246,15.899999618530273,15.4399995803833,15.694999694824219,1242873
2025-07-01,FR0013506730,15.8100004196167,15.829999923706055,15.444999694824219,15.529999732971191,482992
2025-07-02,FR0013506730,15.609999656677246,16.530000686645508,15.609999656677246,16.530000686645508,1260990
2025-07-03,FR0013506730,16.604999542236328,16.700000762939453,16.30500030517578,16.325000762939453,713054
2025-07-04,FR0013506730,16.239999771118164,16.434999465942383,16.125,16.315000534057617,410805
2025-07-07,FR0013506730,16.200000762939453,16.399999618530273,16.040000915527344,16.295000076293945,321205
2025-07-08,FR0013506730,16.450000762939453,16.639999389648438,16.375,16.59000015258789,682824
2025-07-09,FR0013506730,16.719999313354492,16.969999313354492,16.700000762939453,16.8799991607666,496310
2025-07-10,FR0013506730,16.915000915527344,16.989999771118164,16.65999984741211,16.875,470103
2025-07-11,FR0013506730,16.875,16.93000030517578,16.625,16.899999618530273,381045
2025-07-14,FR0013506730,16.854999542236328,16.979999542236328,16.75,16.815000534057617,302734
2025-07-15,FR0013506730,16.834999084472656,17.079999923706055,16.700000762939453,16.700000762939453,371046
